Region,Basin,mean dH,smooth dH,Dates,dates
Peninsula,Hp-I,1.9087,1.8821,2019,2019-07-23 00:00:00.000003
Peninsula,Hp-I,1.7823,1.8795,2019,2019-12-09 22:25:34.426227
Peninsula,Hp-I,1.8426,1.8889,2020,2020-04-28 00:00:00.000002
Peninsula,Hp-I,1.8345,1.909,2020,2020-09-15 00:00:00.000002
Peninsula,Hp-I,1.849,1.9371,2021,2021-02-02 01:14:45.245900
Peninsula,Hp-I,2.0432,1.9692,2021,2021-06-21 23:59:59.999999
Peninsula,Hp-I,2.0053,2.0009,2021,2021-11-09 00:00:00.000002
Peninsula,Hp-I,2.1166,2.0286,2022,2022-03-28 23:59:59.999998
Peninsula,Hp-I,2.1568,2.05,2022,2022-08-16 00:00:00.000001
Peninsula,Hp-I,2.0745,2.0651,2023,2023-01-02 23:59:59.999997
Peninsula,Hp-I,2.0568,2.0751,2023,2023-05-23 00:00:00.000001
Peninsula,Hp-I,2.0076,2.0814,2023,2023-10-09 23:59:59.999997
Peninsula,Hp-I,2.0881,2.0854,2024,2024-02-26 23:34:21.369864
Peninsula,Hp-I,2.1554,2.0873,2024,2024-07-16 00:00:00.000000
West,Ep-F,0.0,-0.0065,1995,1995-05-29 23:59:59.999999
West,Ep-F,0.1192,-0.0118,1995,1995-10-17 00:00:00.000002
West,Ep-F,-0.0572,-0.0209,1996,1996-03-04 23:48:09.863014
West,Ep-F,-0.0735,-0.0319,1996,1996-07-23 00:00:00.000000
West,Ep-F,-0.0819,-0.0429,1996,1996-12-10 01:34:41.095893
West,Ep-F,-0.0915,-0.053,1997,1997-04-29 00:00:00.000002
West,Ep-F,-0.0056,-0.0629,1997,1997-09-15 23:59:59.999998
West,Ep-F,-0.1011,-0.074,1998,1998-02-03 00:00:00.000002
West,Ep-F,-0.0162,-0.0878,1998,1998-06-22 23:59:59.999998
West,Ep-F,-0.018,-0.105,1998,1998-11-10 00:00:00.000001
West,Ep-F,-0.1794,-0.1256,1999,1999-03-29 23:59:59.999997
West,Ep-F,-0.1414,-0.1483,1999,1999-08-17 00:00:00.000000
West,Ep-F,-0.1969,-0.1716,2000,2000-01-03 21:47:50.136984
West,Ep-F,-0.2259,-0.1945,2000,2000-05-22 23:59:59.999998
West,Ep-F,-0.1757,-0.2161,2000,2000-10-09 23:59:59.999999
West,Ep-F,-0.2641,-0.2358,2001,2001-02-27 00:25:34.426228
West,Ep-F,-0.2369,-0.253,2001,2001-07-17 00:00:00.000003
West,Ep-F,-0.2921,-0.2671,2001,2001-12-03 23:59:59.999999
West,Ep-F,-0.3225,-0.2775,2002,2002-04-23 00:00:00.000003
West,Ep-F,-0.3279,-0.284,2002,2002-09-09 23:59:59.999999
West,Ep-F,-0.3408,-0.287,2003,2003-01-28 00:00:00.000002
West,Ep-F,-0.2074,-0.2873,2003,2003-06-16 23:59:59.999998
West,Ep-F,-0.2548,-0.2857,2003,2003-11-03 23:36:23.606560
West,Ep-F,-0.3241,-0.2824,2004,2004-03-23 00:00:00.000003
West,Ep-F,-0.3013,-0.2775,2004,2004-08-10 00:00:00.000003
West,Ep-F,-0.3333,-0.2712,2004,2004-12-28 02:10:11.506853
West,Ep-F,-0.2566,-0.264,2005,2005-05-17 00:00:00.000001
West,Ep-F,-0.1949,-0.257,2005,2005-10-03 23:59:59.999997
West,Ep-F,-0.2448,-0.2515,2006,2006-02-21 00:00:00.000000
West,Ep-F,-0.204,-0.2482,2006,2006-07-10 23:59:59.999996
West,Ep-F,-0.2492,-0.2473,2006,2006-11-28 00:00:00.000000
West,Ep-F,-0.2867,-0.2484,2007,2007-04-17 00:00:00.000003
West,Ep-F,-0.2203,-0.251,2007,2007-09-03 23:59:59.999999
West,Ep-F,-0.2921,-0.255,2008,2008-01-21 22:23:20.547944
West,Ep-F,-0.2099,-0.2604,2008,2008-06-10 00:00:00.000001
West,Ep-F,-0.2186,-0.2676,2008,2008-10-28 00:09:51.780823
West,Ep-F,-0.3243,-0.2771,2009,2009-03-16 23:59:59.999999
West,Ep-F,-0.285,-0.2892,2009,2009-08-04 00:00:00.000002
West,Ep-F,-0.3032,-0.3042,2009,2009-12-21 23:59:59.999998
West,Ep-F,-0.2457,-0.3216,2010,2010-05-11 00:00:00.000001
West,Ep-F,-0.2424,-0.3401,2010,2010-09-27 23:59:59.999998
West,Ep-F,-0.4858,-0.3575,2011,2011-02-15 00:00:00.000001
West,Ep-F,-0.4338,-0.3717,2011,2011-07-04 23:59:59.999997
West,Ep-F,-0.4295,-0.3808,2011,2011-11-21 23:00:59.016390
West,Ep-F,-0.4171,-0.3846,2012,2012-04-09 23:59:59.999999
West,Ep-F,-0.3661,-0.3841,2012,2012-08-27 23:59:59.999999
West,Ep-F,-0.3804,-0.3812,2013,2013-01-15 01:50:09.836063
West,Ep-F,-0.3324,-0.3776,2013,2013-06-04 00:00:00.000000
West,Ep-F,-0.3633,-0.3744,2013,2013-10-22 00:00:00.000003
West,Ep-F,-0.4092,-0.3716,2014,2014-03-10 23:59:59.999999
West,Ep-F,-0.3426,-0.3687,2014,2014-07-29 00:00:00.000003
West,Ep-F,-0.3938,-0.3646,2014,2014-12-15 23:59:59.999999
West,Ep-F,-0.384,-0.3585,2015,2015-05-05 00:00:00.000002
West,Ep-F,-0.345,-0.35,2015,2015-09-21 23:59:59.999998
West,Ep-F,-0.382,-0.3393,2016,2016-02-08 22:58:50.958904
West,Ep-F,-0.3193,-0.3273,2016,2016-06-27 23:59:59.999997
West,Ep-F,-0.3162,-0.3152,2016,2016-11-15 00:45:22.191783
West,Ep-F,-0.2731,-0.3042,2017,2017-04-03 23:59:59.999998
West,Ep-F,-0.2421,-0.2952,2017,2017-08-22 00:00:00.000001
West,Ep-F,-0.3074,-0.2883,2018,2018-01-08 23:59:59.999997
West,Ep-F,-0.2818,-0.2832,2018,2018-05-29 00:00:00.000000
West,Ep-F,-0.2624,-0.2789,2018,2018-10-15 23:59:59.999996
West,Ep-F,-0.3084,-0.2746,2019,2019-03-05 00:00:00.000000
West,Ep-F,-0.269,-0.2698,2019,2019-07-23 00:00:00.000003
West,Ep-F,-0.2865,-0.2645,2019,2019-12-09 22:25:34.426227
West,Ep-F,-0.2641,-0.2594,2020,2020-04-28 00:00:00.000002
West,Ep-F,-0.1929,-0.2554,2020,2020-09-15 00:00:00.000002
West,Ep-F,-0.2698,-0.2533,2021,2021-02-02 01:14:45.245900
West,Ep-F,-0.2251,-0.2536,2021,2021-06-21 23:59:59.999999
West,Ep-F,-0.2177,-0.2562,2021,2021-11-09 00:00:00.000002
West,Ep-F,-0.2958,-0.2602,2022,2022-03-28 23:59:59.999998
West,Ep-F,-0.2494,-0.2646,2022,2022-08-16 00:00:00.000001
West,Ep-F,-0.2956,-0.2682,2023,2023-01-02 23:59:59.999997
West,Ep-F,-0.2906,-0.2704,2023,2023-05-23 00:00:00.000001
West,Ep-F,-0.2656,-0.2711,2023,2023-10-09 23:59:59.999997
West,Ep-F,-0.3333,-0.2709,2024,2024-02-26 23:34:21.369864
West,Ep-F,-0.2042,-0.2706,2024,2024-07-16 00:00:00.000000
